user_id,username,display_name,account_age_days,followers_count,following_count,follow_ratio,posts_count,comments_count,unique_posts_commented,posts_per_day,comments_per_day,comments_per_post,duplicate_comment_rate,cross_post_comment_rate,max_comments_in_one_hour,is_bot,account_type
d4d82833-1698-47b3-9b26-48567e66fe86,sim_user_0125,Simulated User 0125,1141.02,12,3,0.25,4,0,0,0.0035,0.0,0.0,0.0,0.0,0,0.0,human
862cc1e9-66a1-4680-af18-b91c1391802e,sim_user_0126,Simulated User 0126,947.02,19,5,0.2632,8,0,0,0.0084,0.0,0.0,0.0,0.0,0,0.0,human
b391456f-9127-46aa-9b65-b3612bd0281f,sim_user_0127,Simulated User 0127,1083.02,15,3,0.2,7,11,11,0.0065,0.0102,1.5714,0.0909,0.1818,1,0.0,human
41149569-2241-43d3-b7dc-14744381c19b,sim_user_0128,Simulated User 0128,729.02,16,12,0.75,2,14,14,0.0027,0.0192,7.0,0.0714,0.1429,2,0.0,human
84e60b80-40a5-4c3e-97a3-98f30484af59,sim_user_0129,Simulated User 0129,846.02,17,8,0.4706,3,15,15,0.0035,0.0177,5.0,0.2667,0.5333,1,0.0,human
fad063a9-322b-4fde-be17-ef0ee07cf9cf,sim_user_0130,Simulated User 0130,490.02,16,3,0.1875,5,14,14,0.0102,0.0286,2.8,0.2143,0.4286,1,0.0,human
e6743e48-d63e-4867-b1cc-2e9831ee2da2,sim_user_0131,Simulated User 0131,413.02,18,5,0.2778,6,12,12,0.0145,0.0291,2.0,0.3333,0.5833,1,0.0,human
a0f44915-ce95-49ff-bee7-52b29d81ff8f,sim_user_0132,Simulated User 0132,529.02,13,15,1.1538,5,2,2,0.0095,0.0038,0.4,0.0,0.0,1,0.0,human
b9c37bc3-ca83-4ecf-b6cc-27cca9b4a089,sim_user_0133,Simulated User 0133,248.02,24,10,0.4167,1,6,6,0.004,0.0242,6.0,0.1667,0.3333,1,0.0,human
c88ff6af-d343-432b-8ead-0d3b3fcb0f67,sim_user_0134,Simulated User 0134,226.02,21,6,0.2857,7,7,7,0.031,0.031,1.0,0.0,0.0,1,0.0,human
46394977-f78a-4eb8-a0fd-92c8a6dde88d,sim_user_0135,Simulated User 0135,1345.02,20,14,0.7,6,4,4,0.0045,0.003,0.6667,0.0,0.0,1,0.0,human
2ae40ed3-c6cb-4334-9caf-d3dd2a60f044,sim_user_0136,Simulated User 0136,749.02,20,10,0.5,1,14,14,0.0013,0.0187,14.0,0.2857,0.5,1,0.0,human
b18cced1-65ae-40d0-847d-897f2f12ed96,sim_user_0137,Simulated User 0137,296.02,19,6,0.3158,5,12,12,0.0169,0.0405,2.4,0.1667,0.3333,1,0.0,human
d9566a8b-6125-43d6-be93-ca2b6239c63e,sim_user_0138,Simulated User 0138,446.02,17,8,0.4706,4,2,2,0.009,0.0045,0.5,0.0,0.0,1,0.0,human
82a47091-99db-4b53-8789-77b598dbfff9,sim_user_0139,Simulated User 0139,1481.02,13,6,0.4615,8,2,2,0.0054,0.0014,0.25,0.0,0.0,1,0.0,human
7f5b3aee-c9d7-4f11-a57b-a5b4fb5812f1,sim_user_0140,Simulated User 0140,989.02,23,13,0.5652,2,14,14,0.002,0.0142,7.0,0.1429,0.2857,1,0.0,human
6f3d5e29-2b86-4453-af6c-a61f4d472691,sim_user_0141,Simulated User 0141,317.02,17,6,0.3529,8,6,6,0.0252,0.0189,0.75,0.1667,0.3333,1,0.0,human
08754763-d721-441c-bb6a-fd687d7467e9,sim_user_0142,Simulated User 0142,482.02,15,11,0.7333,0,7,7,0.0,0.0145,7.0,0.1429,0.2857,1,0.0,human
190a0d60-0c37-4e48-abff-70c4a069923b,sim_user_0143,Simulated User 0143,1253.02,18,12,0.6667,3,6,6,0.0024,0.0048,2.0,0.1667,0.3333,1,0.0,human
665fcbc2-ac24-442c-93e3-da2b16a17121,sim_user_0144,Simulated User 0144,226.02,7,6,0.8571,0,15,15,0.0,0.0664,15.0,0.1333,0.2667,1,0.0,human
12e137f0-f208-4a57-ac02-bf3a9da20bcf,sim_user_0145,Simulated User 0145,590.02,15,12,0.8,2,11,11,0.0034,0.0186,5.5,0.1818,0.3636,1,0.0,human
00f79e29-6b3b-402e-a5d2-de9e273c82fe,sim_user_0146,Simulated User 0146,690.02,15,4,0.2667,0,4,4,0.0,0.0058,4.0,0.0,0.0,1,0.0,human
fe880c5c-4865-4b2b-b50c-4290b663e002,sim_user_0147,Simulated User 0147,394.02,15,3,0.2,5,9,9,0.0127,0.0228,1.8,0.0,0.0,1,0.0,human
586485c0-782f-47f3-adc8-9129a35d4f52,sim_user_0148,Simulated User 0148,470.02,19,11,0.5789,1,9,9,0.0021,0.0191,9.0,0.0,0.0,1,0.0,human
87d4a528-255a-40a0-9063-f5f663a7f9d7,sim_user_0149,Simulated User 0149,850.02,14,15,1.0714,4,0,0,0.0047,0.0,0.0,0.0,0.0,0,0.0,human
e8819304-9c51-46d8-871e-a336b8167903,sim_user_0150,Simulated User 0150,1004.02,14,11,0.7857,5,13,13,0.005,0.0129,2.6,0.2308,0.3077,1,0.0,human
6e4b6395-c0d2-4a04-8605-64470b9ff688,sim_user_0151,Simulated User 0151,435.02,16,13,0.8125,6,13,13,0.0138,0.0299,2.1667,0.1538,0.3077,1,0.0,human
3cb527d3-7839-4cbf-8b1b-6986347fc5f3,sim_user_0152,Simulated User 0152,1154.02,29,7,0.2414,4,3,3,0.0035,0.0026,0.75,0.0,0.0,1,0.0,human
e8cd880c-62e9-4aa8-82be-4b95c00fe4a5,sim_user_0153,Simulated User 0153,906.02,19,14,0.7368,8,3,3,0.0088,0.0033,0.375,0.0,0.0,1,0.0,human
ba72c1c6-c1da-4604-94ea-203bab1ef405,sim_user_0154,Simulated User 0154,906.02,12,13,1.0833,0,2,2,0.0,0.0022,2.0,0.0,0.0,1,0.0,human
9b4ed7d3-a265-4bab-80f6-ba56dbaa86cb,sim_user_0155,Simulated User 0155,1065.02,21,5,0.2381,1,13,13,0.0009,0.0122,13.0,0.0769,0.1538,1,0.0,human
99a85af9-99f9-4d57-90f3-d13f042f9527,sim_user_0156,Simulated User 0156,838.02,14,5,0.3571,4,9,9,0.0048,0.0107,2.25,0.1111,0.2222,1,0.0,human
e97fb263-3ad7-4642-be11-186fa925e9ad,sim_user_0157,Simulated User 0157,184.02,20,12,0.6,5,14,14,0.0272,0.0761,2.8,0.2857,0.5,1,0.0,human
82a747b8-e65d-42a7-acd7-516bd17d2e02,sim_user_0158,Simulated User 0158,595.02,10,8,0.8,4,9,9,0.0067,0.0151,2.25,0.1111,0.2222,1,0.0,human
e2f03e82-20fa-4b9f-981f-5c0d8edbadec,sim_user_0159,Simulated User 0159,1014.02,12,4,0.3333,3,4,4,0.003,0.0039,1.3333,0.0,0.0,1,0.0,human
94287a6e-4ce9-447d-a61e-a80a5624a315,sim_user_0160,Simulated User 0160,698.02,23,9,0.3913,0,5,5,0.0,0.0072,5.0,0.0,0.0,1,0.0,human
aab3ad45-4c51-4dc1-8ed3-8d8c8c167271,sim_user_0161,Simulated User 0161,1315.02,11,5,0.4545,5,0,0,0.0038,0.0,0.0,0.0,0.0,0,0.0,human
1f4300b6-6857-4718-82ca-e64156982bef,sim_user_0162,Simulated User 0162,533.02,13,3,0.2308,2,15,15,0.0038,0.0281,7.5,0.2,0.4,1,0.0,human
765c01bf-4113-4455-8c46-3459097aae40,sim_user_0163,Simulated User 0163,285.02,14,13,0.9286,3,3,3,0.0105,0.0105,1.0,0.0,0.0,1,0.0,human
e0448e3e-4b9f-412e-9211-70783a0e9f9c,sim_user_0164,Simulated User 0164,1108.02,12,12,1.0,6,0,0,0.0054,0.0,0.0,0.0,0.0,0,0.0,human
d5197337-5d92-4829-b3c5-3561ae5f5a9b,sim_user_0165,Simulated User 0165,924.02,19,15,0.7895,2,5,5,0.0022,0.0054,2.5,0.0,0.0,1,0.0,human
21a955f0-4f77-47f5-bba2-5ac495c6cfa4,sim_user_0166,Simulated User 0166,742.02,22,9,0.4091,7,2,2,0.0094,0.0027,0.2857,0.0,0.0,1,0.0,human
8ecf591f-92bd-44b4-ba10-2f5cc17d0390,sim_user_0167,Simulated User 0167,282.02,12,4,0.3333,4,1,1,0.0142,0.0035,0.25,0.0,0.0,1,0.0,human
e93e8ddf-081d-4b92-b6df-36271f1f689a,sim_user_0168,Simulated User 0168,486.02,11,8,0.7273,8,1,1,0.0165,0.0021,0.125,0.0,0.0,1,0.0,human
f2a0de14-85d8-4a11-a566-3fc494e15036,sim_user_0169,Simulated User 0169,1420.02,18,7,0.3889,3,12,12,0.0021,0.0085,4.0,0.0833,0.1667,1,0.0,human
54e2ac7b-b344-4224-abf6-51a96e905ddb,sim_user_0170,Simulated User 0170,572.02,20,14,0.7,1,1,1,0.0017,0.0017,1.0,0.0,0.0,1,0.0,human
5c98c670-9d68-4f08-ad46-3b65226239ae,sim_user_0171,Simulated User 0171,213.02,20,15,0.75,1,7,7,0.0047,0.0329,7.0,0.1429,0.2857,1,0.0,human
1363d94c-3c13-4f28-9f83-13835c0820e0,sim_user_0172,Simulated User 0172,1032.02,19,7,0.3684,4,15,15,0.0039,0.0145,3.75,0.2667,0.5333,1,0.0,human
ca8d2467-079f-4c88-a2d8-b5d3c7bf081b,sim_user_0173,Simulated User 0173,279.02,12,11,0.9167,0,4,4,0.0,0.0143,4.0,0.0,0.0,1,0.0,human
fcc7fd5b-78f7-478b-9f77-89f75c9de71c,sim_user_0174,Simulated User 0174,1361.02,16,5,0.3125,5,15,15,0.0037,0.011,3.0,0.2,0.4,1,0.0,human
b9c7c3ec-98a5-41af-b1b7-255c62c982ac,sim_user_0175,Simulated User 0175,530.02,12,6,0.5,6,0,0,0.0113,0.0,0.0,0.0,0.0,0,0.0,human
f1e8415d-38c0-47ad-8ec2-a79a27d5be26,sim_user_0176,Simulated User 0176,939.02,18,14,0.7778,5,4,4,0.0053,0.0043,0.8,0.0,0.0,1,0.0,human
d547db72-ecec-482b-8bba-ca44a4a18bc7,sim_user_0177,Simulated User 0177,288.02,17,13,0.7647,3,1,1,0.0104,0.0035,0.3333,0.0,0.0,1,0.0,human
76e9b432-a693-477f-980c-134dc715776c,sim_user_0178,Simulated User 0178,1088.02,13,14,1.0769,0,6,6,0.0,0.0055,6.0,0.0,0.0,1,0.0,human
7c490804-9fe8-4c24-9284-e40e34f9477e,sim_user_0179,Simulated User 0179,1101.02,15,15,1.0,7,3,3,0.0064,0.0027,0.4286,0.0,0.0,1,0.0,human
80606966-8da7-43d2-846e-e4888f6f6cdb,sim_user_0180,Simulated User 0180,271.02,12,5,0.4167,5,10,10,0.0184,0.0369,2.0,0.1,0.2,1,0.0,human
da9739d4-669d-487f-8f64-c555ac9febfa,sim_user_0181,Simulated User 0181,1295.02,22,5,0.2273,4,9,9,0.0031,0.0069,2.25,0.0,0.0,1,0.0,human
2bd3efb2-112e-4002-bf43-273fc73f0e2a,sim_user_0182,Simulated User 0182,1456.02,15,14,0.9333,2,2,2,0.0014,0.0014,1.0,0.0,0.0,1,0.0,human
f015672a-4a7f-4b0a-940f-f11c3c15b052,sim_user_0183,Simulated User 0183,1323.02,14,11,0.7857,2,11,11,0.0015,0.0083,5.5,0.1818,0.2727,1,0.0,human
64d539d1-c75e-47dd-b535-67ea1e050d33,sim_user_0184,Simulated User 0184,1300.02,8,7,0.875,3,8,8,0.0023,0.0062,2.6667,0.25,0.5,1,0.0,human
4a6f83f7-9504-4ebe-8f15-1a1c50eda3e2,sim_user_0185,Simulated User 0185,969.02,14,7,0.5,7,5,5,0.0072,0.0052,0.7143,0.0,0.0,1,0.0,human
d01212f8-40b7-4b96-9edc-d5df5ac438ac,sim_user_0186,Simulated User 0186,1352.02,21,13,0.619,3,7,7,0.0022,0.0052,2.3333,0.0,0.0,1,0.0,human
7685a7fc-3746-47cb-a8e1-e3d7b0ee6ce1,sim_user_0187,Simulated User 0187,1134.02,16,13,0.8125,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,human
6e5d72f6-0e72-4f67-8601-52b8fee3d8f9,sim_user_0188,Simulated User 0188,854.02,14,3,0.2143,7,7,7,0.0082,0.0082,1.0,0.0,0.0,1,0.0,human
1015c170-3972-44d1-a792-add9e4a69160,sim_user_0189,Simulated User 0189,1492.02,17,12,0.7059,0,10,10,0.0,0.0067,10.0,0.0,0.0,1,0.0,human
3267fd71-9159-4ed9-ba7b-580a9d3fe01b,sim_user_0190,Simulated User 0190,1440.02,15,12,0.8,4,14,14,0.0028,0.0097,3.5,0.2143,0.4286,1,0.0,human
3ebc4ec1-efb7-407a-ade9-cc9f607516b0,sim_user_0191,Simulated User 0191,518.02,13,11,0.8462,1,7,7,0.0019,0.0135,7.0,0.0,0.0,1,0.0,human
1a2a9851-d2c9-4aa1-915d-2940132b2fe8,sim_user_0192,Simulated User 0192,921.02,18,12,0.6667,7,10,10,0.0076,0.0109,1.4286,0.1,0.2,1,0.0,human
0119c8bd-212f-4514-a73c-fc660fe7c2e5,sim_user_0193,Simulated User 0193,449.02,21,3,0.1429,7,11,11,0.0156,0.0245,1.5714,0.0,0.0,1,0.0,human
fc2cb370-63fc-40c7-8756-ff34139332a6,sim_user_0194,Simulated User 0194,300.02,20,11,0.55,7,6,6,0.0233,0.02,0.8571,0.0,0.0,1,0.0,human
1e8d06fb-3a36-44de-b931-213a13bddc42,sim_user_0195,Simulated User 0195,988.02,20,10,0.5,7,8,8,0.0071,0.0081,1.1429,0.125,0.25,1,0.0,human
f65984ca-efed-40c1-9ae9-f467c74d4ae5,sim_user_0196,Simulated User 0196,253.02,20,7,0.35,3,1,1,0.0119,0.004,0.3333,0.0,0.0,1,0.0,human
6b04d7fe-b14b-4d0c-a44f-35d49c4aa83f,sim_user_0197,Simulated User 0197,1269.02,19,4,0.2105,3,10,10,0.0024,0.0079,3.3333,0.2,0.4,1,0.0,human
bce7546c-3b0f-4d3b-9e1f-9a8e1f4807e6,sim_user_0198,Simulated User 0198,297.02,13,3,0.2308,2,7,7,0.0067,0.0236,3.5,0.0,0.0,1,0.0,human
057c2745-c38f-4036-9930-c70c55a896b0,sim_user_0199,Simulated User 0199,1160.02,19,4,0.2105,0,11,11,0.0,0.0095,11.0,0.0909,0.1818,1,0.0,human
3eb6665b-f53a-4886-a8e5-353da45bb346,sim_user_0200,Simulated User 0200,1344.02,14,9,0.6429,7,15,15,0.0052,0.0112,2.1429,0.2667,0.5333,1,0.0,human
d808b4fb-5409-46b6-a5b0-0cc577785d7f,sim_user_0201,Simulated User 0201,219.02,19,5,0.2632,8,5,5,0.0365,0.0228,0.625,0.0,0.0,1,0.0,human
8c6da6e6-edc3-40a0-8828-ce29cd3ee3f1,sim_user_0202,Simulated User 0202,1363.02,20,14,0.7,2,15,15,0.0015,0.011,7.5,0.2,0.3333,1,0.0,human
d795a172-fd28-47c5-bd11-41d9fb7d4f51,sim_user_0203,Simulated User 0203,422.02,18,6,0.3333,7,8,8,0.0166,0.019,1.1429,0.0,0.0,1,0.0,human
2ded2b73-9fbe-451a-9e65-a9858a8c5925,sim_user_0204,Simulated User 0204,1488.02,21,12,0.5714,3,6,6,0.002,0.004,2.0,0.1667,0.3333,1,0.0,human
c5731bf7-a9a7-4917-aeea-4271657b5c30,sim_user_0205,Simulated User 0205,741.02,15,4,0.2667,8,15,15,0.0108,0.0202,1.875,0.2,0.4,2,0.0,human
c83fe327-0ce1-422d-86f8-a6d39aee85de,sim_user_0206,Simulated User 0206,1125.02,17,13,0.7647,1,10,10,0.0009,0.0089,10.0,0.2,0.4,1,0.0,human
639ef19a-d8a3-4119-85d2-97d8aee0e31c,sim_user_0207,Simulated User 0207,1072.02,19,6,0.3158,0,1,1,0.0,0.0009,1.0,0.0,0.0,1,0.0,human
6e56d272-2d12-4b08-a1dd-c89f44bf7d10,sim_user_0208,Simulated User 0208,756.02,17,11,0.6471,5,7,7,0.0066,0.0093,1.4,0.0,0.0,1,0.0,human
c42cf7e9-c387-465c-8cfb-bbc1b5490c4a,sim_user_0209,Simulated User 0209,451.02,20,13,0.65,8,2,2,0.0177,0.0044,0.25,0.0,0.0,1,0.0,human
45741768-2c92-4dfc-a781-80e55f2c553e,sim_user_0210,Simulated User 0210,834.02,19,11,0.5789,5,3,3,0.006,0.0036,0.6,0.0,0.0,1,0.0,human
aa2cc4af-9452-464f-be9c-afda73516d31,sim_user_0211,Simulated User 0211,1204.02,22,13,0.5909,3,5,4,0.0025,0.0042,1.6667,0.0,0.0,1,0.0,human
0b705b50-f84f-416a-8577-1577c2149132,sim_user_0212,Simulated User 0212,991.02,13,4,0.3077,4,9,9,0.004,0.0091,2.25,0.1111,0.2222,1,0.0,human
3ef3ef90-b3e9-4615-aaa4-b20c0a4be907,sim_user_0213,Simulated User 0213,308.02,18,6,0.3333,1,1,1,0.0032,0.0032,1.0,0.0,0.0,1,0.0,human
89e13fc6-f678-4efa-8f72-1a2f9324f553,sim_user_0214,Simulated User 0214,1384.02,16,8,0.5,0,8,8,0.0,0.0058,8.0,0.125,0.25,1,0.0,human
6d56c271-6c1a-471d-bed1-ebe70509e947,sim_user_0215,Simulated User 0215,542.02,20,14,0.7,5,13,13,0.0092,0.024,2.6,0.0769,0.1538,2,0.0,human
f3a93609-db43-4b4c-90ad-9745f1bf651d,sim_user_0216,Simulated User 0216,508.02,14,15,1.0714,3,1,1,0.0059,0.002,0.3333,0.0,0.0,1,0.0,human
dce1f456-2afa-4f7e-81ca-3e1ac6139553,sim_user_0217,Simulated User 0217,955.02,15,11,0.7333,4,3,3,0.0042,0.0031,0.75,0.3333,0.6667,1,0.0,human
98b6f3c2-e34d-48b2-ae2a-fc2e66ed15b7,sim_user_0218,Simulated User 0218,1391.02,15,9,0.6,5,3,3,0.0036,0.0022,0.6,0.0,0.0,2,0.0,human
0fb791e7-276b-4399-8153-7392ea2698a8,sim_user_0219,Simulated User 0219,731.02,19,7,0.3684,1,10,10,0.0014,0.0137,10.0,0.0,0.0,1,0.0,human
a5ba678e-8153-4c55-b779-f6445912b2e8,sim_user_0220,Simulated User 0220,491.02,13,11,0.8462,3,2,2,0.0061,0.0041,0.6667,0.0,0.0,1,0.0,human
8b727ac0-fb47-40f1-9e67-e3eb7fd3716d,sim_user_0221,Simulated User 0221,695.02,16,11,0.6875,3,13,13,0.0043,0.0187,4.3333,0.3077,0.5385,2,0.0,human
1d94a4a8-bc6b-4e52-8551-2d237e54397a,sim_user_0222,Simulated User 0222,1355.02,13,10,0.7692,3,5,5,0.0022,0.0037,1.6667,0.2,0.4,1,0.0,human
e053cd74-186b-49b4-ae23-8f0fe83a22c8,sim_user_0223,Simulated User 0223,1299.02,20,5,0.25,2,15,15,0.0015,0.0115,7.5,0.2,0.4,1,0.0,human
01dabf56-41a6-4284-af93-58dbdec400c1,sim_user_0224,Simulated User 0224,925.02,10,14,1.4,7,13,13,0.0076,0.0141,1.8571,0.0769,0.1538,1,0.0,human
e8802254-7e54-49a1-ba57-f1952b3b0f19,sim_user_0225,Simulated User 0225,1261.02,20,12,0.6,8,6,6,0.0063,0.0048,0.75,0.0,0.0,1,0.0,human
df926a42-47be-43c3-b503-02661a6a35c8,sim_user_0226,Simulated User 0226,1376.02,14,4,0.2857,1,5,5,0.0007,0.0036,5.0,0.0,0.0,1,0.0,human
7bf473d4-ff68-48cb-8266-994e5153cdb6,sim_user_0227,Simulated User 0227,1485.02,17,8,0.4706,2,3,3,0.0013,0.002,1.5,0.0,0.0,1,0.0,human
1b0ee1a5-1ff5-41b6-a42f-7d14ca6f8c89,sim_user_0228,Simulated User 0228,1275.02,20,4,0.2,1,14,14,0.0008,0.011,14.0,0.0714,0.1429,1,0.0,human
a1366116-f7be-453d-aca8-b11721b7c3d9,sim_user_0229,Simulated User 0229,1400.02,17,7,0.4118,6,4,4,0.0043,0.0029,0.6667,0.25,0.5,1,0.0,human
33a67b72-f0af-4f2b-ab82-732a02952e02,sim_user_0230,Simulated User 0230,210.02,12,3,0.25,0,2,2,0.0,0.0095,2.0,0.0,0.0,1,0.0,human
79ba7b6b-7966-450b-8278-8924bccda527,sim_user_0231,Simulated User 0231,666.02,17,8,0.4706,0,13,13,0.0,0.0195,13.0,0.3846,0.6923,1,0.0,human
d5a90902-1ca8-4c81-8fdc-1baeece926a0,sim_user_0232,Simulated User 0232,1401.02,14,9,0.6429,1,15,14,0.0007,0.0107,15.0,0.1333,0.2667,1,0.0,human
f35de865-1a17-4521-9015-d300391ab20e,sim_user_0233,Simulated User 0233,1121.02,14,15,1.0714,0,3,3,0.0,0.0027,3.0,0.0,0.0,1,0.0,human
05d46f85-36ef-4c3b-9525-1a3510ea4aa4,sim_user_0234,Simulated User 0234,1343.02,15,6,0.4,5,3,3,0.0037,0.0022,0.6,0.3333,0.6667,1,0.0,human
744239c4-dc0c-44ac-be4c-ee1412300ab0,sim_user_0235,Simulated User 0235,1384.02,14,6,0.4286,8,12,12,0.0058,0.0087,1.5,0.1667,0.3333,1,0.0,human
1eb871b4-97ef-4ee3-8a8a-d30e590001b7,sim_user_0236,Simulated User 0236,984.02,15,12,0.8,8,11,11,0.0081,0.0112,1.375,0.1818,0.3636,1,0.0,human
e61d693b-7f7f-4931-88db-a56b61b26e7a,sim_user_0237,Simulated User 0237,893.02,19,11,0.5789,2,13,13,0.0022,0.0146,6.5,0.0769,0.1538,1,0.0,human
cc5ba2d0-9dfe-44c8-83c6-6c130d44fb16,sim_user_0238,Simulated User 0238,1267.02,18,3,0.1667,1,15,15,0.0008,0.0118,15.0,0.0667,0.1333,1,0.0,human
b75ee141-777d-4137-b163-fa4d7adb28de,sim_user_0239,Simulated User 0239,456.02,14,11,0.7857,8,6,6,0.0175,0.0132,0.75,0.3333,0.5,1,0.0,human
ec376744-0cdb-4b7b-9fef-04d468272e91,sim_user_0240,Simulated User 0240,1278.02,16,6,0.375,4,14,14,0.0031,0.011,3.5,0.1429,0.2857,1,0.0,human
399df460-fe12-40c9-91e3-2f8019710b9e,sim_user_0241,Simulated User 0241,235.02,21,10,0.4762,1,4,4,0.0043,0.017,4.0,0.0,0.0,1,0.0,human
0f46f7ea-9b84-460d-a047-9a9adb159b93,sim_user_0242,Simulated User 0242,245.02,18,6,0.3333,0,5,5,0.0,0.0204,5.0,0.0,0.0,1,0.0,human
549d95f4-ac70-442c-b3cf-e8330b9c255a,sim_user_0243,Simulated User 0243,1181.02,17,8,0.4706,5,15,15,0.0042,0.0127,3.0,0.0667,0.1333,1,0.0,human
507d4039-ca3e-4212-9341-5f632a9d4826,sim_user_0244,Simulated User 0244,347.02,19,10,0.5263,7,0,0,0.0202,0.0,0.0,0.0,0.0,0,0.0,human
8e743355-b05f-4b34-8830-c3ad3c7846bc,sim_user_0245,Simulated User 0245,836.02,17,5,0.2941,5,5,5,0.006,0.006,1.0,0.0,0.0,1,0.0,human
ee1321df-8900-40d9-b9c4-ddf568eb3981,sim_user_0246,Simulated User 0246,759.02,17,5,0.2941,0,6,6,0.0,0.0079,6.0,0.0,0.0,1,0.0,human
476449ea-e647-42ab-827c-5222e1746f12,sim_user_0247,Simulated User 0247,749.02,23,6,0.2609,8,9,9,0.0107,0.012,1.125,0.0,0.0,1,0.0,human
80bb080c-56be-46ee-80dd-bb40ead24f24,sim_user_0248,Simulated User 0248,1278.02,18,9,0.5,1,15,15,0.0008,0.0117,15.0,0.2,0.4,1,0.0,human
a88cc8e6-87d1-46e1-80e9-088514a6cb1c,sim_user_0249,Simulated User 0249,1369.02,20,14,0.7,2,1,1,0.0015,0.0007,0.5,0.0,0.0,1,0.0,human
cd05c2f1-1e4a-4814-a725-63e0344cabc2,sim_user_0250,Simulated User 0250,1010.02,14,7,0.5,4,15,15,0.004,0.0149,3.75,0.4,0.7333,1,0.0,human
b57a8f03-730c-43e7-9d72-c7763ce8fc2a,sim_user_0251,Simulated User 0251,1001.02,19,13,0.6842,2,6,6,0.002,0.006,3.0,0.0,0.0,1,0.0,human
55f950f3-ca4e-4d05-8765-b0b4dac965f1,sim_user_0252,Simulated User 0252,802.02,21,8,0.381,3,14,14,0.0037,0.0175,4.6667,0.2857,0.5714,1,0.0,human
f6445079-32a4-4c72-8951-732e11a868ff,sim_user_0253,Simulated User 0253,1219.02,10,12,1.2,6,5,5,0.0049,0.0041,0.8333,0.0,0.0,1,0.0,human
db357e17-dfab-43e7-960c-cd5f984f8050,sim_user_0254,Simulated User 0254,1378.02,17,14,0.8235,8,8,8,0.0058,0.0058,1.0,0.125,0.25,1,0.0,human
d4c224c5-c923-4b57-8ccc-9e56dcc87d30,sim_user_0255,Simulated User 0255,436.02,9,7,0.7778,2,11,11,0.0046,0.0252,5.5,0.1818,0.3636,1,0.0,human
0e37a137-b1d3-461b-9231-8226bef6f99b,sim_user_0256,Simulated User 0256,346.02,19,4,0.2105,3,10,10,0.0087,0.0289,3.3333,0.1,0.2,1,0.0,human
8a29f1c0-5e6a-405f-871f-d3f767d9dc41,sim_user_0257,Simulated User 0257,693.02,18,9,0.5,8,2,2,0.0115,0.0029,0.25,0.0,0.0,1,0.0,human
b585a12a-fc64-44f4-9a49-fa22846b79a5,sim_user_0258,Simulated User 0258,1191.02,20,14,0.7,8,4,4,0.0067,0.0034,0.5,0.25,0.5,1,0.0,human
dd43b64f-2dc3-4143-864b-63fd3e893052,sim_user_0259,Simulated User 0259,1209.02,13,5,0.3846,5,5,5,0.0041,0.0041,1.0,0.2,0.4,1,0.0,human
7bba33ed-578c-40a6-8ab6-5f43ea6fd9fa,sim_user_0260,Simulated User 0260,683.02,12,10,0.8333,6,1,1,0.0088,0.0015,0.1667,0.0,0.0,1,0.0,human
71fac2d9-6631-402a-b9e7-50f1f82a2ffa,sim_user_0261,Simulated User 0261,1300.02,21,7,0.3333,3,15,15,0.0023,0.0115,5.0,0.2667,0.5333,1,0.0,human
26d8ab65-b275-4752-b758-02f84ec46fff,sim_user_0262,Simulated User 0262,288.02,15,7,0.4667,2,9,9,0.0069,0.0312,4.5,0.1111,0.2222,1,0.0,human
703a0b8e-9e59-499b-9244-736d1a249dff,sim_user_0263,Simulated User 0263,1122.02,14,12,0.8571,7,2,2,0.0062,0.0018,0.2857,0.0,0.0,1,0.0,human
4fb457a6-5bd7-4dda-a249-1ee0e2d1d749,sim_user_0264,Simulated User 0264,754.02,15,10,0.6667,5,15,15,0.0066,0.0199,3.0,0.0667,0.1333,1,0.0,human
e749da7c-84da-463a-8d2a-a244c3b06764,sim_user_0265,Simulated User 0265,789.02,17,11,0.6471,0,8,8,0.0,0.0101,8.0,0.375,0.75,1,0.0,human
dcd4365a-1a61-4575-97a8-b3aae642cb0e,sim_user_0266,Simulated User 0266,257.02,11,11,1.0,8,0,0,0.0311,0.0,0.0,0.0,0.0,0,0.0,human
eec1de44-7fef-4cfb-8bb9-c0335a278cc4,sim_user_0267,Simulated User 0267,974.02,11,9,0.8182,2,1,1,0.0021,0.001,0.5,0.0,0.0,1,0.0,human
b6d3224b-3dbc-4e7d-8379-70c4345bb00f,sim_user_0268,Simulated User 0268,1361.02,18,7,0.3889,8,15,15,0.0059,0.011,1.875,0.2,0.3333,1,0.0,human
e11deb0e-ae8d-4926-8049-02e1449769b2,sim_user_0269,Simulated User 0269,1231.02,20,15,0.75,5,13,13,0.0041,0.0106,2.6,0.1538,0.3077,1,0.0,human
39de4252-cd32-4e70-9791-5a06aac65167,sim_user_0270,Simulated User 0270,760.02,18,9,0.5,5,14,14,0.0066,0.0184,2.8,0.2143,0.4286,1,0.0,human
6fc8ee2c-9ee8-4a1f-a788-8bbe2fa17040,sim_user_0271,Simulated User 0271,1080.02,17,6,0.3529,4,5,5,0.0037,0.0046,1.25,0.0,0.0,1,0.0,human
